subject,period,grain,metric_zh,value,unit,verification_status,official_value,official_unit,verification_count,verification_method,official_source_url,verification_note
Oracle Cloud,FY2023 Q2,quarter,云应用收入同比增长,40,percent,official_match,40,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy23-earnings-release-2022-12-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q3,quarter,云应用收入同比增长,42,percent,official_match,42,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy23-earnings-release-2023-03-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q4,quarter,云应用收入同比增长,45,percent,official_match,45,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy23-earnings-release-2023-06-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q1,quarter,云应用收入同比增长,17,percent,official_match,17,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy24-earnings-release-2023-09-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q2,quarter,云应用收入同比增长,15,percent,official_match,15,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy24-earnings-release-2023-12-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q3,quarter,云应用收入同比增长,14,percent,official_match,14,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy24-earnings-release-2024-03-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q4,quarter,云应用收入同比增长,10,percent,official_match,10,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy24-earnings-release-2024-06-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q1,quarter,云应用收入同比增长,10,percent,official_match,10,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy25-earnings-release-2024-09-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q2,quarter,云应用收入同比增长,10,percent,official_match,10,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy25-earnings-release-2024-12-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q3,quarter,云应用收入同比增长,9,percent,official_match,9,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy25-earnings-release-2025-03-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q4,quarter,云应用收入同比增长,12,percent,official_match,12,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy25-earnings-release-2025-06-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q1,quarter,云应用收入同比增长,11,percent,official_match,11,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy26-earnings-release-2025-09-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q2,quarter,云应用收入同比增长,11,percent,official_match,11,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy26-earnings-release-2025-12-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q3,quarter,云应用收入同比增长,13,percent,official_match,13,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy26-earnings-release-2026-03-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q4,quarter,云应用收入同比增长,10,percent,official_match,10,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy26-earnings-release-2026-06-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q1,quarter,云基础设施收入,0.9,billions USD,official_match,0.9,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy23-earnings-release-2022-09-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q2,quarter,云基础设施收入,1.0,billions USD,official_match,1.0,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy23-earnings-release-2022-12-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q3,quarter,云基础设施收入,1.2,billions USD,official_match,1.2,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy23-earnings-release-2023-03-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q4,quarter,云基础设施收入,1.4,billions USD,official_match,1.4,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy23-earnings-release-2023-06-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q1,quarter,云基础设施收入,1.5,billions USD,official_match,1.5,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy24-earnings-release-2023-09-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q2,quarter,云基础设施收入,1.6,billions USD,official_match,1.6,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy24-earnings-release-2023-12-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q3,quarter,云基础设施收入,1.8,billions USD,official_match,1.8,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy24-earnings-release-2024-03-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q4,quarter,云基础设施收入,2.0,billions USD,official_match,2.0,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy24-earnings-release-2024-06-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q1,quarter,云基础设施收入,2.2,billions USD,official_match,2.2,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy25-earnings-release-2024-09-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q2,quarter,云基础设施收入,2.4,billions USD,official_match,2.4,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy25-earnings-release-2024-12-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q3,quarter,云基础设施收入,2.7,billions USD,official_match,2.7,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy25-earnings-release-2025-03-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q4,quarter,云基础设施收入,3.0,billions USD,official_match,3.0,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy25-earnings-release-2025-06-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q1,quarter,云基础设施收入,3.3,billions USD,official_match,3.3,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy26-earnings-release-2025-09-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q2,quarter,云基础设施收入,4.1,billions USD,official_match,4.1,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy26-earnings-release-2025-12-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q3,quarter,云基础设施收入,4.9,billions USD,official_match,4.9,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy26-earnings-release-2026-03-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q4,quarter,云基础设施收入,5.8,billions USD,official_match,5.8,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy26-earnings-release-2026-06-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q1,quarter,云基础设施收入同比增长,52,percent,official_match,52,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy23-earnings-release-2022-09-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q2,quarter,云基础设施收入同比增长,53,percent,official_match,53,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy23-earnings-release-2022-12-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q3,quarter,云基础设施收入同比增长,55,percent,official_match,55,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy23-earnings-release-2023-03-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q4,quarter,云基础设施收入同比增长,76,percent,official_match,76,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy23-earnings-release-2023-06-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q1,quarter,云基础设施收入同比增长,66,percent,official_match,66,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy24-earnings-release-2023-09-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q2,quarter,云基础设施收入同比增长,52,percent,official_match,52,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy24-earnings-release-2023-12-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q3,quarter,云基础设施收入同比增长,49,percent,official_match,49,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy24-earnings-release-2024-03-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q4,quarter,云基础设施收入同比增长,42,percent,official_match,42,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy24-earnings-release-2024-06-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q1,quarter,云基础设施收入同比增长,45,percent,official_match,45,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy25-earnings-release-2024-09-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q2,quarter,云基础设施收入同比增长,52,percent,official_match,52,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy25-earnings-release-2024-12-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q3,quarter,云基础设施收入同比增长,49,percent,official_match,49,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy25-earnings-release-2025-03-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q4,quarter,云基础设施收入同比增长,52,percent,official_match,52,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy25-earnings-release-2025-06-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q1,quarter,云基础设施收入同比增长,55,percent,official_match,55,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy26-earnings-release-2025-09-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q2,quarter,云基础设施收入同比增长,68,percent,official_match,68,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy26-earnings-release-2025-12-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q3,quarter,云基础设施收入同比增长,84,percent,official_match,84,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy26-earnings-release-2026-03-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q4,quarter,云基础设施收入同比增长,93,percent,official_match,93,percent,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy26-earnings-release-2026-06-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2017 Q1,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2017 Q2,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2017 Q3,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2017 Q4,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2018 Q1,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2018 Q2,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2018 Q3,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2018 Q4,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2019 Q1,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2019 Q2,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2019 Q3,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2019 Q4,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2020 Q1,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2020 Q2,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2020 Q3,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2020 Q4,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2021 Q1,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2021 Q2,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2021 Q3,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2021 Q4,period,云业务季度披露状态,,billions USD,source_gap_confirmed,,,4,official_oracle_cloud_iass_saas_disclosure_gap_check,https://investor.oracle.com/investor-news/news-details/2021/Oracle-Announces-Fiscal-2021-Fourth-Quarter-and-Fiscal-Full-Year-Financial-Results/default.aspx,Oracle FY2017-FY2021 quarters are pre-IaaS-plus-SaaS disclosure-boundary gaps for the current cloud_revenue series. Older Cloud services and license support rows are not mixed into the retained FY2022-forward Oracle Cloud Revenue sequence and do not count toward the 40-quarter cloud coverage gate.
Oracle Cloud,FY2022 Q1,quarter,云收入,2.5,billions USD,official_match,2.5,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy22-earnings-release-2021-09-13/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2022 Q2,quarter,云收入,2.7,billions USD,official_match,2.7,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy22-earnings-release-2021-12-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2022 Q3,quarter,云收入,2.8,billions USD,official_match,2.8,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy22-earnings-release-2022-03-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2022 Q4,quarter,云收入,2.9,billions USD,official_match,2.9,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy22-earnings-release-2022-06-13/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q1,quarter,云收入,3.6,billions USD,official_match,3.6,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy23-earnings-release-2022-09-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q2,quarter,云收入,3.8,billions USD,official_match,3.8,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy23-earnings-release-2022-12-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q3,quarter,云收入,4.1,billions USD,official_match,4.1,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy23-earnings-release-2023-03-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2023 Q4,quarter,云收入,4.4,billions USD,official_match,4.4,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy23-earnings-release-2023-06-12/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q1,quarter,云收入,4.6,billions USD,official_match,4.6,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy24-earnings-release-2023-09-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q2,quarter,云收入,4.8,billions USD,official_match,4.8,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy24-earnings-release-2023-12-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q3,quarter,云收入,5.1,billions USD,official_match,5.1,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy24-earnings-release-2024-03-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2024 Q4,quarter,云收入,5.3,billions USD,official_match,5.3,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy24-earnings-release-2024-06-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q1,quarter,云收入,5.6,billions USD,official_match,5.6,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy25-earnings-release-2024-09-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q2,quarter,云收入,5.9,billions USD,official_match,5.9,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy25-earnings-release-2024-12-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q3,quarter,云收入,6.2,billions USD,official_match,6.2,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy25-earnings-release-2025-03-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2025 Q4,quarter,云收入,6.7,billions USD,official_match,6.7,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q4fy25-earnings-release-2025-06-11/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q1,quarter,云收入,7.2,billions USD,official_match,7.2,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q1fy26-earnings-release-2025-09-09/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q2,quarter,云收入,8.0,billions USD,official_match,8.0,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q2fy26-earnings-release-2025-12-10/,标准化表与官方值一致，差异 0.000。
Oracle Cloud,FY2026 Q3,quarter,云收入,8.9,billions USD,official_match,8.9,billions USD,2,official_quarterly_cloud_revenue_disclosure_check,https://www.oracle.com/news/announcement/q3fy26-earnings-release-2026-03-10/,标准化表与官方值一致，差异 0.000。
